country,Year,Disaster Type,Entry Criteria
CN,2002,Flood,Affect
CN,2002,Storm,Affect
CN,2002,Epidemic,Affect
CN,2002,Flood,Kill
CN,2002,Storm,Kill
CI,2002,Epidemic,Kill
CI,2002,Epidemic,Affect
CI,2002,Epidemic,Kill
CG,2002,Flood,Affect
CG,2002,Epidemic,Kill
CO,2002,Flood,Kill
CO,2002,Landslide,Kill
CO,2002,Flood,Affect
CR,2002,Flood,Affect
CR,2002,Flood,Affected
CU,2002,Flood,Affect
CU,2002,Storm,SigDam
CU,2002,Storm,Affect
KY,2002,Storm,Affect
KY,2002,Storm,Regional
CZ,2002,Flood,Affect
CZ,2002,Storm,Regional
CZ,2002,Storm,Declar/Int
DE,2002,Storm,Kill
DE,2002,Epidemic,Affect
DE,2002,Epidemic,Affect
DE,2002,Storm,Affected
DK,2002,Storm,Regional
DO,2002,Flood,Affect
DZ,2002,Flood,Kill
DZ,2002,Flood,Kill
DZ,2002,Flood,Waiting
EC,2002,Mass movement (dry),Kill
EC,2002,Volcanic activity,Affected
EC,2002,Volcanic activity,Affect
EC,2002,Epidemic,Affect
EC,2002,Flood,Affect
EG,2002,Earthquake,Affect
EG,2002,Flood,Affect
EG,2002,Flood,Kill
ES,2002,Epidemic,Affect
ET,2002,Flood,Affect
ET,2002,Epidemic,Kill
TW,2002,Earthquake,Affect
ID,2002,Earthquake,Affect
LS,2002,Drought,Affected
GE,2002,Earthquake,Affect
HT,2002,Flood,Kill
ID,2002,Flood,Kill
IT,2002,Earthquake,Kill
IT,2002,Flood,Declar/Int
IT,2002,Flood,Affect
JM,2002,Flood,Affect
KE,2002,Flood,Affect
KR,2002,Flood,Affect
KR,2002,Storm,Kill
PK,2002,Earthquake,Kill
PK,2002,Earthquake,Kill
PE,2002,Flood,Affect
PH,2002,Flood,Kill
RU,2002,Flood,Kill
RW,2002,Flood,Kill
TJ,2002,Flood,Kill
TJ,2002,Flood,Affect
IN,2002,Earthquake,Affect
PH,2002,Earthquake,Kill
PG,2002,Earthquake,Affect
PY,2002,Flood,Affect
TH,2002,Storm,Affect
MG,2002,Storm,Waiting
SN,2002,Flood,Kill
HT,2002,Storm,Affect
JM,2002,Storm,Affect
NP,2002,Landslide,Kill
GM,2002,Drought,Declar
MG,2002,Drought,Affected
MW,2002,Drought,Affected
FM,2002,Storm,Affect
SB,2002,Storm,Affect
FR,2002,Flood,Affect
FR,2002,Flood,Kill
FR,2002,Storm,Regional
FR,2002,Epidemic,Affect
FR,2002,Flood,Affect
FR,2002,Storm,Affect
FM,2002,Storm,Kill
GB,2002,Flood,Affect
GB,2002,Flood,Affect
GB,2002,Storm,Regional
GB,2002,Epidemic,Affect
GB,2002,Storm,Waiting
GB,2002,Flood,Affect
GH,2002,Flood,Affect
GH,2002,Flood,Affect
GN,2002,Epidemic,Kill
GW,2002,Drought,Affected
GR,2002,Earthquake,Affect
GR,2002,Flood,Kill
GR,2002,Flood,Declar/Int
GR,2002,Flood,Declar/Int
GR,2002,Storm,Declar/Int
GR,2002,Flood,Affect
GT,2002,Volcanic activity,Waiting
GT,2002,Flood,Affect
GT,2002,Storm,Affect
GT,2002,Epidemic,Affect
GT,2002,Landslide,Kill
GU,2002,Storm,Affect
GU,2002,Storm,Declar/Int
HK,2002,Epidemic,Affect
HN,2002,Flood,Affect
HN,2002,Flood,Affect
HN,2002,Epidemic,Kill
HN,2002,Drought,Affected
HN,2002,Flood,Waiting
HU,2002,Flood,Affect
ID,2002,Earthquake,Kill
ID,2002,Earthquake,Affect
ID,2002,Earthquake,SigDam
ID,2002,Volcanic activity,Affect
ID,2002,Flood,Kill
ID,2002,Flood,Kill
ID,2002,Flood,Kill
ID,2002,Flood,Kill
ID,2002,Flood,Affect
ID,2002,Flood,Kill
ID,2002,Wildfire,Affect
ID,2002,Epidemic,Kill
ID,2002,Epidemic,Affect
ID,2002,Landslide,Kill
IN,2002,Storm,Affect
IN,2002,Storm,Kill
IN,2002,Flood,Affect
IN,2002,Flood,Kill
IN,2002,Flood,Kill
IN,2002,Flood,Kill
IN,2002,Flood,Kill
IN,2002,Storm,Affect
IN,2002,Storm,Kill
IN,2002,Extreme temperature,Kill
IN,2002,Extreme temperature,Kill
IN,2002,Epidemic,Kill
IN,2002,Epidemic,Affect
IN,2002,Epidemic,Kill
IN,2002,Epidemic,Affect
IN,2002,Drought,Affected
IN,2002,Flood,Kill
IN,2002,Epidemic,Kill
IE,2002,Flood,Affect
IE,2002,Epidemic,Affect
IR,2002,Earthquake,Kill
IR,2002,Earthquake,Affect
IR,2002,Earthquake,Kill
IR,2002,Earthquake,Affect
IR,2002,Earthquake,SigDam
IR,2002,Flood,Kill
IR,2002,Flood,Kill
IR,2002,Flood,Kill
IR,2002,Wildfire,SigDis
IT,2002,Earthquake,Affect
IT,2002,Earthquake,Affected
IT,2002,Epidemic,Affect
IT,2002,Epidemic,Affect
IT,2002,Drought,Declar
IT,2002,Flood,SigDam
JM,2002,Storm,Regional
JO,2002,Storm,Waiting
JP,2002,Storm,Affect
JP,2002,Storm,Affect
JP,2002,Wildfire,Affect
JP,2002,Storm,Affect
JP,2002,Storm,Kill
JP,2002,Storm,Affect
KE,2002,Flood,Kill
KE,2002,Flood,Kill
KE,2002,Flood,Affect
KE,2002,Landslide,Kill
KG,2002,Landslide,Affect
KH,2002,Flood,Kill
KH,2002,Drought,Affected
KR,2002,Epidemic,Affect
KR,2002,Storm,Affect
KR,2002,Storm,Kill
KW,2002,Epidemic,Affect
LA,2002,Flood,Affect
LB,2002,Storm,Affect
LR,2002,Epidemic,Affect
LK,2002,Flood,Affect
MO,2002,Epidemic,Affect
MA,2002,Flood,Kill
MD,2002,Flood,Affect
MG,2002,Storm,Affect
MG,2002,Storm,Affect
MG,2002,Epidemic,Kill
MX,2002,Volcanic activity,Affected
MX,2002,Flood,Kill
MX,2002,Flood,Kill
MX,2002,Storm,Kill
MX,2002,Storm,Affect
MX,2002,Storm,Waiting
MX,2002,Extreme temperature,Kill
MX,2002,Drought,Affected
MK,2002,Flood,Affect
MK,2002,Epidemic,Affect
ML,2002,Flood,Affected
ML,2002,Epidemic,Kill
MM,2002,Flood,Affect
MN,2002,Epidemic,Affect
MN,2002,Storm,Waiting
MN,2002,Storm,Affected
MZ,2002,Flood,Affect
MZ,2002,Epidemic,Kill
MZ,2002,Storm,Affect
MR,2002,Flood,Kill
MU,2002,Storm,Affect
MW,2002,Flood,Affect
MW,2002,Epidemic,Kill
MW,2002,Epidemic,Kill
MW,2002,Flood,Affect
MY,2002,Storm,Affect
MY,2002,Landslide,Kill
MY,2002,Epidemic,Affect
NA,2002,Drought,Affected
NE,2002,Epidemic,Kill
NE,2002,Epidemic,Affected
NE,2002,Storm,Affect
NG,2002,Extreme temperature,Kill
NG,2002,Epidemic,Kill
NG,2002,Epidemic,Kill
NG,2002,Epidemic,Kill
NG,2002,Epidemic,Kill
NG,2002,Flood,Affect
NG,2002,Epidemic,Kill
NG,2002,Epidemic,Kill
NG,2002,Epidemic,Kill
NI,2002,Flood,Affect
NI,2002,Storm,Affect
NI,2002,Wildfire,Affect
NL,2002,Storm,Regional
NP,2002,Extreme temperature,Affect
NP,2002,Epidemic,Kill
NZ,2002,Flood,Affect
NZ,2002,Epidemic,Affect
OM,2002,Storm,Waiting
PK,2002,Storm,Kill
PK,2002,Earthquake,Kill
PK,2002,Flood,Kill
PK,2002,Flood,Kill
PK,2002,Extreme temperature,Regional
PK,2002,Extreme temperature,Kill
PK,2002,Epidemic,Kill
PK,2002,Flood,Affect
PA,2002,Flood,Affect
PA,2002,Flood,Affected
PA,2002,Epidemic,Affect
PE,2002,Storm,Kill
PE,2002,Flood,Kill
PE,2002,Flood,Affect
PE,2002,Drought,Affected
PH,2002,Flood,Affect
PH,2002,Flood,Affect
PH,2002,Flood,Kill
PH,2002,Storm,Kill
PH,2002,Storm,Kill
PH,2002,Storm,Affect
PH,2002,Epidemic,Affect
PH,2002,Drought,Affected
PH,2002,Storm,Kill
PH,2002,Storm,Kill
PH,2002,Storm,Kill
PG,2002,Earthquake,Affect
PG,2002,Volcanic activity,Affect
PG,2002,Landslide,Kill
PG,2002,Epidemic,Kill
PG,2002,Epidemic,Kill
PL,2002,Storm,Regional
PL,2002,Extreme temperature,Kill
PL,2002,Storm,Regional
KP,2002,Flood,Affect
KP,2002,Storm,Kill
PT,2002,Flood,Waiting
PY,2002,Storm,Affect
RE,2002,Storm,Affect
RO,2002,Flood,Affect
RO,2002,Flood,Affect
RO,2002,Flood,Affect
RO,2002,Extreme temperature,Kill
RO,2002,Epidemic,Affect
RU,2002,Flood,Affect
RU,2002,Flood,Kill
RU,2002,Flood,Affect
RU,2002,Landslide,Kill
RU,2002,Storm,Kill
RU,2002,Extreme temperature,Kill
RU,2002,Wildfire,Affect
RU,2002,Wildfire,Affect
RU,2002,Wildfire,Declar/Int
RU,2002,Epidemic,Affect
RU,2002,Storm,Declar/Int
RW,2002,Earthquake,Affect
RW,2002,Epidemic,Kill
SA,2002,Flood,Kill
SD,2002,Storm,Kill
SD,2002,Epidemic,Kill
SD,2002,Epidemic,Affect
SD,2002,Flood,Affect
SN,2002,Epidemic,Affect
SN,2002,Epidemic,Kill
SN,2002,Drought,Affected
SG,2002,Epidemic,Affect
SV,2002,Flood,Affect
SV,2002,Storm,Affect
SV,2002,Epidemic,Affect
SO,2002,Flood,Waiting
SO,2002,Epidemic,Kill
SO,2002,Epidemic,Kill
SK,2002,Flood,SigDis
SE,2002,Storm,Regional
SE,2002,Epidemic,Affect
SE,2002,Epidemic,Affect
SC,2002,Storm,Affect
SY,2002,Landslide,Kill
TG,2002,Epidemic,Kill
TH,2002,Storm,Affect
TH,2002,Flood,Affect
TH,2002,Flood,Kill
TH,2002,Landslide,Kill
TH,2002,Epidemic,Affect
TH,2002,Drought,Affected
TJ,2002,Earthquake,Affect
TJ,2002,Earthquake,Kill
TJ,2002,Flood,Affect
TJ,2002,Flood,Affect
TR,2002,Earthquake,Kill
TR,2002,Flood,Kill
TR,2002,Storm,Kill
TW,2002,Storm,Waiting
TW,2002,Epidemic,Affect
TW,2002,Storm,Kill
TZ,2002,Earthquake,Affect
TZ,2002,Flood,Affect
TZ,2002,Epidemic,Affect
UG,2002,Flood,Kill
US,2002,Storm,Affect
CD,2002,Volcanic activity,Kill
VU,2002,Earthquake,Waiting
VU,2002,Earthquake,Affect
CD,2002,Flood,Kill
US,2002,Storm,Regional
UG,2002,Drought,Affected
US,2002,Storm,Kill
US,2002,Storm,Kill
UG,2002,Storm,Affect
UG,2002,Flood,Affect
UY,2002,Storm,Affect
UY,2002,Flood,Affect
US,2002,Storm,Affect
US,2002,Storm,Declar/Int
US,2002,Storm,Kill
US,2002,Storm,Affect
US,2002,Storm,Kill
US,2002,Storm,Kill
US,2002,Storm,Kill
US,2002,Flood,Waiting
US,2002,Flood,Affect
US,2002,Flood,Kill
US,2002,Flood,Affect
US,2002,Storm,Affect
US,2002,Extreme temperature,Kill
US,2002,Wildfire,Affect
US,2002,Wildfire,Affect
US,2002,Wildfire,SigDis
US,2002,Wildfire,Declar/Int
US,2002,Wildfire,SigDis
US,2002,Wildfire,Affect
US,2002,Wildfire,SigDis
US,2002,Wildfire,SigDam
US,2002,Epidemic,Affect
US,2002,Epidemic,Affect
US,2002,Drought,SigDis
US,2002,Storm,Kill
US,2002,Epidemic,Affect
US,2002,Storm,Kill
US,2002,Storm,Affected
VC,2002,Storm,Regional
VE,2002,Flood,Affect
VN,2002,Storm,Affect
VN,2002,Flood,Kill
VN,2002,Flood,Kill
VN,2002,Flood,Kill
VN,2002,Wildfire,SigDis
VN,2002,Epidemic,Affect
VN,2002,Drought,Affected
VU,2002,Flood,Affect
YE,2002,Flood,Kill
YE,2002,Flood,Kill
YE,2002,Flood,Kill
YE,2002,Flood,Affect
ZA,2002,Storm,Affected
ZA,2002,Storm,Kill
ZA,2002,Storm,Affect
ZA,2002,Flood,Kill
ZA,2002,Wildfire,Affect
ZA,2002,Epidemic,Kill
ZA,2002,Epidemic,Affect
ZA,2002,Storm,Affect
ZA,2002,Epidemic,Kill
ZA,2002,Epidemic,Affect
CD,2002,Epidemic,Kill
CD,2002,Epidemic,Kill
CD,2002,Epidemic,Kill
CD,2002,Epidemic,Kill
CD,2002,Epidemic,Kill
CD,2002,Epidemic,Kill
CD,2002,Epidemic,Affect
CD,2002,Epidemic,Kill
CD,2002,Epidemic,Kill
ZW,2002,Epidemic,Affect
ZW,2002,Epidemic,Affect
MP,2002,Storm,Affect
ME,2002,Earthquake,Affect
ME,2002,Flood,Affect
ES,2001,Flood,Affect
AF,2001,Earthquake,Waiting
AF,2001,Extreme temperature,Kill
AO,2001,Flood,Waiting
AR,2001,Storm,Affect
AU,2001,Flood,Declar/Int
AU,2001,Flood,Affect
AU,2001,Storm,Declar/Int
AU,2001,Storm,SigDis
BF,2001,Epidemic,Kill
BO,2001,Flood,Affect
CA,2001,Storm,Kill
CL,2001,Flood,Affect
CN,2001,Storm,Kill
CN,2001,Earthquake,Kill
CM,2001,Epidemic,Kill
ID,2001,Flood,Affect
PT,2001,Flood,Affect
FR,2001,Flood,Affect
GR,2001,Flood,Kill
GT,2001,Earthquake,Affect
ID,2001,Landslide,Kill
ID,2001,Landslide,Kill
IN,2001,Earthquake,Kill
IN,2001,Extreme temperature,Kill
IN,2001,Epidemic,Kill
IT,2001,Flood,Waiting
JP,2001,Storm,Affect
KZ,2001,Extreme temperature,SigDis
KE,2001,Flood,Waiting
KE,2001,Epidemic,Affect
KR,2001,Storm,Kill
LK,2001,Flood,Affect
MZ,2001,Flood,Kill
MW,2001,Flood,Affect
NP,2001,Epidemic,Kill
PK,2001,Earthquake,Kill
PK,2001,Extreme temperature,Waiting
PH,2001,Flood,Affect
PH,2001,Storm,Kill
RO,2001,Flood,Affect
RU,2001,Extreme temperature,Affect
SV,2001,Earthquake,Kill
SV,2001,Earthquake,Kill
BR,2001,Flood,Kill
BR,2001,Flood,Kill
CN,2001,Earthquake,Affect
CN,2001,Flood,Kill
CM,2001,Flood,Kill
DZ,2001,Flood,Kill
CN,2001,Landslide,Kill
AO,2001,Drought,Kill
TZ,2001,Earthquake,Affect
TZ,2001,Landslide,Kill
ZA,2001,Storm,Kill
ZW,2001,Flood,Affect
AF,2001,Earthquake,Affect
AF,2001,Extreme temperature,Kill
AF,2001,Epidemic,Kill
AF,2001,Epidemic,Kill
AO,2001,Flood,Kill
AO,2001,Epidemic,Kill
AO,2001,Epidemic,Waiting
AR,2001,Flood,Affect
AR,2001,Extreme temperature,Kill
AR,2001,Wildfire,SigDis
AR,2001,Flood,Affect
AR,2001,Storm,Kill
AR,2001,Flood,Affect
AU,2001,Storm,Affect
AU,2001,Flood,Affect
AU,2001,Flood,Affect
AU,2001,Wildfire,SigDis
AU,2001,Wildfire,Affect
BJ,2001,Epidemic,Kill
BJ,2001,Epidemic,Kill
BJ,2001,Epidemic,Kill
BF,2001,Epidemic,Affect
BF,2001,Epidemic,Kill
BF,2001,Drought,Affected
BD,2001,Storm,Kill
BD,2001,Flood,Affect
BD,2001,Storm,Kill
BD,2001,Storm,Kill
BD,2001,Extreme temperature,Affect
BD,2001,Storm,Kill
BD,2001,Flood,Affect
BG,2001,Wildfire,Declar/Int
BG,2001,Storm,Declar/Int
BS,2001,Storm,SigDam
BA,2001,Flood,Affect
BZ,2001,Storm,Kill
BZ,2001,Storm,Waiting
BO,2001,Extreme temperature,Waiting
BR,2001,Storm,Kill
BR,2001,Flood,Kill
BR,2001,Drought,Affected
CF,2001,Epidemic,Kill
CF,2001,Storm,Affect
CA,2001,Wildfire,Affect
CA,2001,Epidemic,Affect
CH,2001,Extreme temperature,Waiting
CL,2001,Storm,Affect
CL,2001,Flood,Affect
CL,2001,Flood,Waiting
CN,2001,Storm,Affected
CN,2001,Earthquake,Affect
CN,2001,Earthquake,Affect
CN,2001,Earthquake,Affect
CN,2001,Flood,Kill
CN,2001,Flood,Kill
CN,2001,Flood,Kill
CN,2001,Flood,Affect
CN,2001,Flood,Kill
CN,2001,Flood,Kill
CN,2001,Landslide,Kill
CN,2001,Landslide,Kill
CN,2001,Landslide,Kill
CN,2001,Landslide,Kill
CN,2001,Landslide,Kill
CN,2001,Storm,Kill
CN,2001,Storm,Kill
CN,2001,Storm,Kill
CN,2001,Storm,Affect
CN,2001,Storm,Affect
CN,2001,Storm,Affected
CN,2001,Insect infestation,SigDis
CN,2001,Drought,Affected
CN,2001,Drought,Affected
CN,2001,Flood,Kill
CN,2001,Flood,Kill
CN,2001,Storm,Kill
CN,2001,Storm,Kill
CI,2001,Epidemic,Kill
CI,2001,Epidemic,Kill
CM,2001,Epidemic,Affect
CM,2001,Drought,Affected
CG,2001,Epidemic,Kill
CK,2001,Storm,Affect
CO,2001,Storm,Affect
CO,2001,Flood,Affect
CO,2001,Flood,Affect
CO,2001,Landslide,Kill
CO,2001,Landslide,Kill
CO,2001,Wildfire,SigDis
CR,2001,Flood,Affect
CU,2001,Storm,Affected
KY,2001,Storm,Kill
DE,2001,Storm,Regional
DO,2001,Storm,Affect
EC,2001,Volcanic activity,Affect
EC,2001,Flood,Affect
EC,2001,Flood,Kill
ES,2001,Epidemic,Affect
ES,2001,Storm,Waiting
ET,2001,Flood,Affect
ET,2001,Epidemic,Kill
ET,2001,Epidemic,Kill
PH,2001,Storm,Kill
PH,2001,Storm,Affect
TW,2001,Storm,Kill
GR,2001,Flood,Affect
ID,2001,Flood,Kill
ID,2001,Flood,Kill
PK,2001,Flood,Kill
PG,2001,Earthquake,Affect
TH,2001,Flood,Kill
PE,2001,Earthquake,Kill
NG,2001,Flood,Kill
KP,2001,Flood,Kill
NZ,2001,Extreme temperature,SigDis
HN,2001,Drought,Affected
MR,2001,Drought,Affected
NI,2001,Drought,Affected
TD,2001,Drought,Affected
GT,2001,Drought,Affected
ML,2001,Drought,Affected
NE,2001,Drought,Affected
ET,2001,Flood,Affect
ET,2001,Flood,Affect
FJ,2001,Storm,Waiting
FR,2001,Storm,Kill
FR,2001,Storm,Affect
FR,2001,Flood,Affect
FR,2001,Flood,Affect
FR,2001,Flood,Affect
FR,2001,Flood,Affect
GA,2001,Epidemic,Kill
GB,2001,Flood,SigDis
GB,2001,Epidemic,Kill
GB,2001,Flood,Affect
GE,2001,Storm,Affect
GH,2001,Flood,Affect
GH,2001,Epidemic,Affect
GH,2001,Epidemic,Kill
GN,2001,Flood,Affect
GN,2001,Epidemic,Kill
GM,2001,Flood,Affect
GR,2001,Earthquake,Affect
GT,2001,Storm,Affect
GT,2001,Extreme temperature,Affect
HN,2001,Storm,Kill
HR,2001,Flood,Affect
HT,2001,Flood,Kill
HT,2001,Storm,Kill
HU,2001,Flood,Affect
HU,2001,Extreme temperature,Kill
ID,2001,Earthquake,Affect
ID,2001,Earthquake,SigDis
ID,2001,Landslide,Affect
ID,2001,Landslide,Affect
ID,2001,Flood,Waiting
IN,2001,Storm,Kill
IN,2001,Flood,Kill
IN,2001,Flood,Affect
IN,2001,Flood,Kill
IN,2001,Flood,Affect
IN,2001,Flood,Affect
IN,2001,Landslide,Kill
IN,2001,Landslide,Kill
IN,2001,Landslide,Kill
IN,2001,Storm,Kill
IN,2001,Storm,Waiting
IN,2001,Extreme temperature,Kill
IN,2001,Epidemic,Kill
IN,2001,Epidemic,Kill
IN,2001,Epidemic,Kill
IN,2001,Flood,Kill
IN,2001,Flood,Kill
IN,2001,Flood,Affect
IN,2001,Flood,Kill
IR,2001,Earthquake,Affect
IR,2001,Flood,Kill
IR,2001,Flood,Kill
IR,2001,Flood,Affect
IR,2001,Flood,Kill
IT,2001,Storm,Regional
IT,2001,Volcanic activity,Declar/Int
IT,2001,Flood,Declar/Int
JM,2001,Storm,SigDis
JP,2001,Earthquake,Affect
JP,2001,Storm,Affect
JP,2001,Storm,Affect
JP,2001,Flood,Affect
JP,2001,Storm,Affect
KZ,2001,Flood,Affect
KE,2001,Epidemic,Kill
KE,2001,Epidemic,Affect
KE,2001,Epidemic,Kill
KH,2001,Flood,Kill
KH,2001,Drought,Affected
KR,2001,Flood,Kill
KR,2001,Flood,Affect
KR,2001,Drought,Affected
LA,2001,Flood,Affect
LK,2001,Drought,Affected
LS,2001,Storm,Affect
LS,2001,Storm,Affect
LT,2001,Extreme temperature,Kill
LV,2001,Extreme temperature,Kill
MA,2001,Flood,Kill
MX,2001,Flood,Kill
MX,2001,Storm,Affect
MX,2001,Storm,Affect
MX,2001,Storm,Affect
MX,2001,Storm,Waiting
MX,2001,Storm,Affect
MK,2001,Extreme temperature,Waiting
ML,2001,Flood,Affect
MM,2001,Flood,Kill
MN,2001,Storm,Kill
MZ,2001,Epidemic,Affect
MZ,2001,Drought,Affected
MZ,2001,Drought,Affected
MZ,2001,Flood,Affect
MR,2001,Flood,Affect
MW,2001,Epidemic,Kill
MW,2001,Epidemic,Kill
MW,2001,Epidemic,Kill
MW,2001,Flood,Affect
MY,2001,Flood,Affect
MY,2001,Flood,Affect
MY,2001,Flood,Affect
MY,2001,Flood,Affect
NA,2001,Epidemic,Affect
NA,2001,Drought,Affected
NE,2001,Flood,Affect
NE,2001,Epidemic,Kill
NE,2001,Epidemic,Kill
NE,2001,Epidemic,Kill
NG,2001,Flood,Affect
NG,2001,Epidemic,Kill
NG,2001,Epidemic,Kill
NG,2001,Epidemic,Kill
NG,2001,Epidemic,Kill
NG,2001,Flood,Affect
NG,2001,Epidemic,Kill
NI,2001,Storm,Kill
NO,2001,Flood,Affect
NP,2001,Landslide,Kill
NP,2001,Epidemic,Kill
PK,2001,Storm,Affect
PK,2001,Landslide,Kill
PK,2001,Epidemic,Affect
PK,2001,Landslide,Kill
PA,2001,Flood,Affect
PE,2001,Earthquake,Affect
PE,2001,Earthquake,Affect
PE,2001,Flood,Affect
PE,2001,Flood,Affect
PE,2001,Flood,Affect
PE,2001,Landslide,Kill
PH,2001,Volcanic activity,Affect
PH,2001,Volcanic activity,Affect
PH,2001,Flood,Kill
PH,2001,Flood,Affect
PH,2001,Storm,Kill
PH,2001,Storm,Affected
PH,2001,Storm,Affected
PG,2001,Epidemic,Affect
PL,2001,Flood,Kill
PL,2001,Extreme temperature,Kill
PR,2001,Flood,Affect
KP,2001,Flood,Affect
PT,2001,Wildfire,SigDis
RO,2001,Flood,Affect
RO,2001,Extreme temperature,Waiting
RU,2001,Storm,Affect
RU,2001,Storm,SigDis
RU,2001,Flood,Affect
RU,2001,Flood,Affect
RU,2001,Flood,Kill
RU,2001,Extreme temperature,Kill
RU,2001,Extreme temperature,Kill
RU,2001,Wildfire,SigDis
RU,2001,Wildfire,SigDis
RU,2001,Insect infestation,SigDis
RW,2001,Flood,Kill
RW,2001,Flood,Affect
SA,2001,Epidemic,Kill
SD,2001,Flood,Affect
SH,2001,Storm,Affect
SL,2001,Epidemic,Kill
SV,2001,Flood,Affect
SV,2001,Drought,Affected
SO,2001,Flood,Affect
SO,2001,Epidemic,Kill
SK,2001,Flood,Kill
SZ,2001,Drought,Affected
SY,2001,Storm,Kill
TD,2001,Flood,Kill
TD,2001,Epidemic,Kill
TG,2001,Epidemic,Kill
TG,2001,Epidemic,Kill
TH,2001,Flood,Kill
TH,2001,Flood,Kill
TH,2001,Flood,Affect
TH,2001,Flood,Affect
TH,2001,Storm,Affect
TH,2001,Flood,Affect
TJ,2001,Landslide,Affect
TJ,2001,Flood,Affect
TJ,2001,Storm,Affect
TO,2001,Storm,Affect
TR,2001,Earthquake,Affect
TR,2001,Earthquake,Affect
TR,2001,Flood,Affect
TR,2001,Flood,Affect
TR,2001,Flood,Affect
TR,2001,Landslide,Kill
TR,2001,Extreme temperature,Kill
TW,2001,Storm,Kill
TW,2001,Storm,Waiting
TW,2001,Storm,Kill
TW,2001,Storm,Affect
TZ,2001,Flood,Affect
TZ,2001,Epidemic,Affect
TZ,2001,Epidemic,Kill
US,2001,Storm,Affect
US,2001,Flood,Affect
ZA,2001,Flood,Affect
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Storm,Kill
US,2001,Storm,Kill
UG,2001,Landslide,Kill
UG,2001,Epidemic,Kill
UG,2001,Flood,Affect
UG,2001,Flood,Affect
UA,2001,Flood,Affect
UY,2001,Flood,Affect
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Storm,Declar/Int
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Storm,Affect
US,2001,Earthquake,Affect
US,2001,Flood,Affect
US,2001,Flood,Affect
US,2001,Flood,Affect
US,2001,Extreme temperature,Kill
US,2001,Wildfire,Affect
US,2001,Wildfire,SigDis
US,2001,Wildfire,SigDis
US,2001,Storm,Kill
US,2001,Flood,Affect
VN,2001,Flood,Affect
VN,2001,Flood,Kill
VN,2001,Flood,Kill
VN,2001,Storm,Kill
VN,2001,Storm,Affect
VN,2001,Storm,Kill
VN,2001,Flood,Affect
VU,2001,Volcanic activity,Affect
VU,2001,Storm,Declar/Int
VU,2001,Storm,Affect
WS,2001,Flood,SigDam
YE,2001,Flood,Kill
YE,2001,Storm,Kill
YE,2001,Storm,Kill
ZA,2001,Storm,Affect
ZA,2001,Wildfire,Kill
ZA,2001,Wildfire,Kill
ZA,2001,Flood,Affect
CD,2001,Volcanic activity,Waiting
CD,2001,Flood,Kill
CD,2001,Flood,Affect
CD,2001,Landslide,Kill
CD,2001,Epidemic,Affect
CD,2001,Epidemic,Kill
CD,2001,Epidemic,Kill
CD,2001,Epidemic,Kill
CD,2001,Epidemic,Kill
CD,2001,Epidemic,Kill
CD,2001,Epidemic,Affect
CD,2001,Epidemic,Kill
ZM,2001,Epidemic,Kill
ZM,2001,Flood,Affect
ZW,2001,Drought,Affected
TL,2001,Flood,Affect
ME,2001,Epidemic,Affect
CN,2000,Flood,Kill
AF,2000,Drought,Affected
CO,2000,Flood,Kill
BD,2000,Flood,Affect
BO,2000,Flood,Kill
BR,2000,Flood,Kill
BR,2000,Flood,Kill
BT,2000,Flood,Kill
CN,2000,Flood,Affect
CN,2000,Flood,Kill
CN,2000,Flood,Kill
AT,2000,Storm,SigDam
CL,2000,Flood,Affect
AM,2000,Drought,Affected
BA,2000,Drought,Affected
AU,2000,Storm,Declar/Int
BD,2000,Storm,Kill
CN,2000,Storm,Kill
AF,2000,Epidemic,Kill
AF,2000,Epidemic,Kill
AF,2000,Epidemic,Kill
AF,2000,Epidemic,Kill
AO,2000,Flood,Kill
AO,2000,Landslide,Kill
AO,2000,Epidemic,Kill
AO,2000,Flood,Affect
AO,2000,Flood,Affect
AO,2000,Flood,Kill
AR,2000,Storm,Affect
AR,2000,Storm,SigDis
AR,2000,Flood,Kill
AR,2000,Extreme temperature,Kill
AR,2000,Wildfire,SigDam
AR,2000,Flood,Affect
AR,2000,Flood,SigDam
AR,2000,Flood,Affect
AU,2000,Flood,Affected
AU,2000,Storm,Affect
AU,2000,Storm,Affect
AU,2000,Wildfire,Affect
AU,2000,Insect infestation,SigDis
AT,2000,Landslide,Kill
AZ,2000,Earthquake,Kill
AZ,2000,Landslide,Kill
AZ,2000,Drought,Affected
BI,2000,Epidemic,Affect
BI,2000,Epidemic,Kill
BI,2000,Epidemic,Affect
BI,2000,Flood,Affect
BJ,2000,Epidemic,Kill
BJ,2000,Epidemic,Declar/Int
BJ,2000,Epidemic,Kill
BD,2000,Storm,Affect
BD,2000,Storm,Affect
BD,2000,Earthquake,Affect
BD,2000,Flood,Affect
BD,2000,Flood,Kill
BD,2000,Storm,Kill
BD,2000,Storm,Affect
BD,2000,Storm,Kill
BD,2000,Extreme temperature,Kill
BD,2000,Epidemic,Kill
BD,2000,Epidemic,Affect
BD,2000,Storm,Kill
